system_id,ligand_instance_chain,method,ranking_score,iface_iptm,correct,rmsd,lddt_pli,pb_valid,ligand_similarity,novelty_stratum,pocket_similarity,pocket_novelty_stratum,release_date,temporal_stratum,ligand_molecular_weight,ligand_num_heavy_atoms,ligand_num_rot_bonds,ifp_recall,ifp_jaccard,cluster,entry_pdb_id,morgan_tanimoto,sucos_shape_pocket_qcov,protein_seqsim_max,target_release_date,resolution,ligand_plddt_mean,ligand_plddt_min
7q7t__1__1.A_2.A__2.C,2.C,af3,1.0083382242503112,0.5675,1,0.388723611831665,0.9572158455848694,1.0,0.45679012345679015,1,0.681973525344112,1,2022-06-15,0,409.0941670520001,29,2,0.9411764705882353,0.9411764705882353,c173,7q7t,45.67901234567901,68.19735253441121,100.0,2020-04-22,,82.66724106361126,76.80999755859375
8gpc__1__1.A__1.C_1.D_1.E,1.E,af3,1.0083142602150317,0.96,1,0.8052673935890198,0.9486486315727234,0.0,1.0,0,0.9161681850903927,0,2023-08-30,2,367.120191772,25,6,0.9333333333333333,0.9333333333333333,c159,8gpc,,,,,,90.28440002441407,76.44999694824219
7mgt__1__1.A__1.B_1.C_1.D,1.D,af3,1.008110201629153,0.98,1,0.2102851867675781,0.9356707334518432,0.0,0.4343434343434344,1,0.8939381881071955,0,2021-12-08,0,460.9904425879998,28,6,1.0,1.0,c106,7mgt,,,,,,95.88892854963031,84.88999938964844
8gpd__1__1.A__1.C_1.D_1.E,1.E,af3,1.0077368338522747,0.95,1,0.5696737170219421,0.957875430583954,1.0,0.6181818181818182,1,0.8225360859959224,1,2023-08-30,2,368.1042073599999,25,7,1.0,1.0,c159,8gpd,,,,,,90.48920013427734,73.48999786376953
7tmf__1__1.A_1.B__1.J_1.P,1.J,af3,1.0076649672692526,0.955,1,0.2841160893440246,0.9659090638160706,1.0,1.0,0,0.9208913161284257,0,2022-02-02,0,456.1046148819999,31,7,0.9375,0.8823529411764706,c193,7tmf,100.0,92.08913161284256,89.0,2008-01-01,,94.29870950022051,84.37000274658203
7s14__1__1.A_1.B__1.E_1.K,1.E,af3,1.0075083275604375,0.925,1,0.994930386543274,0.8857488036155701,1.0,1.0,0,0.6709349325863915,2,2021-10-06,0,456.1046148819999,31,7,1.0,0.9583333333333334,c930,7s14,100.0,67.09349325863914,60.0,2006-07-04,,91.8196780297064,72.66000366210938
7nb7__1__1.A__1.E,1.E,af3,1.0073887819061815,0.96,1,0.3550235331058502,0.962193489074707,1.0,0.25210084033613445,2,0.6307591326779289,2,2021-10-13,0,486.182253784,35,8,1.0,1.0,c437,7nb7,25.210084033613445,63.0759132677929,100.0,2020-11-18,,94.31857103620257,88.62000274658203
7si5__1__1.A__1.D,1.D,af3,1.006934449915049,0.98,1,0.1895582377910614,0.9846416115760804,1.0,0.45555555555555555,1,0.8676377043092587,0,2022-11-09,1,403.1556864160001,30,4,1.0,1.0,c179,7si5,45.55555555555556,86.76377043092587,100.0,2021-05-12,,96.67433319091796,87.5999984741211
7t2z__1__1.A_1.B__1.F_1.H,1.H,af3,1.0068723135979536,0.97,1,0.2906194627285003,0.9723926186561584,1.0,1.0,0,0.8383876017075006,0,2022-02-23,0,456.1046148819999,31,7,1.0,0.9583333333333334,c190,7t2z,8.571428571428571,55.839087961638974,50.0,2005-03-08,,96.8606459094632,89.45999908447266
7t2z__1__1.A_1.B__1.F_1.H,1.F,af3,1.0068723135979536,0.93,0,2.857909679412842,0.4692690968513489,1.0,0.08571428571428572,3,0.5583908796163898,2,2022-02-23,0,127.0381764,9,1,1.0,0.9583333333333334,c190,7t2z,8.571428571428571,55.839087961638974,50.0,2005-03-08,,96.8606459094632,89.45999908447266
7pqv__1__1.A__1.B,1.B,af3,1.0048601922294995,0.97,1,0.4762346744537353,0.9487179517745972,1.0,0.19090909090909094,2,0.5721262684729079,2,2022-03-16,0,410.13096716,29,3,1.0,1.0,c1,7pqv,19.090909090909093,57.21262684729079,51.0,2020-12-16,,95.32793137122844,86.48999786376953
7uq1__1__1.A__1.B_1.D,1.B,af3,1.004430666997988,0.98,1,0.1937015652656555,0.9768957495689392,1.0,,4,,4,2022-05-11,0,347.0630844179999,23,4,1.0,1.0,c751,7uq1,,,,,,98.17999964175017,93.05000305175781
8d6f__1__1.A__1.D,1.D,af3,1.0041036464444757,0.98,1,0.2286566942930221,0.9380136728286744,1.0,0.4117647058823529,1,0.722048653378706,1,2022-07-27,1,333.12257472000005,25,2,1.0,1.0,c1,8d6f,41.17647058823529,72.2048653378706,40.0,2014-08-13,,97.35199951171874,95.54000091552734
7tab__1__1.A__1.B,1.B,af3,1.003155703449859,0.96,1,0.3695443570613861,0.9684643745422364,1.0,0.5348837209302325,1,0.8891368452267379,0,2022-08-17,1,263.105862036,20,2,0.9333333333333333,0.9333333333333333,c7,7tab,53.48837209302325,88.91368452267379,55.0,2020-10-07,,97.84550018310547,93.11000061035156
8ui1__1__1.A__1.B_1.C,1.B,af3,1.0029509595472466,0.98,1,1.2409038543701172,0.8371161818504333,1.0,0.5584415584415584,1,0.6656587785268897,2,2024-05-15,3,404.0021971479999,25,6,0.9333333333333333,0.7777777777777778,c377,8ui1,55.84415584415584,66.56587785268897,49.0,2020-01-29,,96.07879974365234,88.69000244140625
8d6e__1__1.A__1.D,1.D,af3,1.0028164236179682,0.97,1,0.2072843611240387,0.930656909942627,1.0,0.21518987341772153,2,0.6269709742619611,2,2022-07-27,1,324.15862588,24,2,0.95,0.95,c1,8d6e,21.518987341772153,62.69709742619611,40.0,2014-08-13,,96.7379166285197,92.20999908447266
8u37__1__1.A__1.B,1.B,af3,1.0025709250902346,0.96,1,0.5089920163154602,0.9261158108711244,1.0,0.4523809523809524,1,0.5332040390511201,2,2024-01-24,3,504.1845212560001,36,6,1.0,1.0,c210,8u37,45.23809523809524,53.320403905112016,44.0,2013-11-06,,90.98472192552354,72.04000091552734
8s98__1__1.A__1.D,1.D,af3,1.0020909759690606,0.98,1,0.2782746255397796,0.981733500957489,1.0,0.34831460674157305,2,0.8511598830153492,0,2023-07-26,2,353.1600228480001,26,6,1.0,1.0,c318,8s98,34.831460674157306,85.11598830153491,100.0,2020-01-29,,98.39961506770207,94.58999633789062
7sok__1__1.A__1.E,1.E,af3,1.0018828656770324,0.97,1,0.4122473299503326,0.9729444980621338,1.0,0.3962264150943396,1,0.7899989586581913,1,2022-11-02,1,540.188795708,38,9,1.0,0.9705882352941176,c317,7sok,39.62264150943396,78.99989586581913,100.0,2019-11-27,,95.8760532579924,91.47000122070312
8su1__1__1.A__1.C_1.D_1.E_1.F,1.F,af3,1.001606361916776,0.97,1,0.2655135989189148,0.9435483813285828,1.0,1.0,0,0.8993360424983878,0,2023-07-26,2,235.001074952,13,4,0.9166666666666666,0.9166666666666666,c407,8su1,,,,,,91.63076899601863,84.76000213623047
7si4__1__1.A__1.B,1.B,af3,1.0014920763362594,0.97,1,1.6637872457504272,0.8811099529266357,1.0,0.5,1,0.7813085227589697,1,2022-11-09,1,456.2073876400001,34,6,0.8571428571428571,0.8571428571428571,c179,7si4,50.0,78.13085227589697,100.0,2021-05-12,,95.36117665907916,75.4800033569336
8dsr__1__1.A__1.C,1.C,af3,1.0014330321284135,0.93,1,1.0552647113800049,0.7867035865783691,0.0,0.10483870967741936,3,0.36843257727168394,3,2022-10-19,1,468.204051848,33,5,0.8333333333333334,0.6818181818181818,c831,8dsr,10.483870967741936,36.84325772716839,42.0,2005-04-18,,79.20393961126155,50.22999954223633
8fb1__1__1.A__1.D,1.D,af3,1.0013877545115766,0.97,1,0.2361056208610534,0.9539105892181396,1.0,1.0,0,0.9405263312859908,0,2023-03-01,1,480.03001096,33,3,0.9583333333333334,0.92,c449,8fb1,100.0,94.05263312859908,99.0,2015-12-16,,94.99696997440222,81.31999969482422
8adj__1__1.A__1.D,1.D,af3,1.0010692053722516,0.98,1,1.3712143898010254,0.8590909242630005,1.0,0.40243902439024404,1,0.6405227105874368,2,2023-06-14,2,514.145695312,35,7,0.9333333333333333,0.8235294117647058,c355,8adj,40.2439024390244,64.05227105874368,58.0,2018-11-14,,94.78142809186663,80.36000061035156
7uad__1__1.A__1.B,1.B,af3,1.0006735392947677,0.97,1,0.4497579932212829,0.979754626750946,1.0,0.27631578947368424,2,0.6156914415689032,2,2023-07-26,2,385.147155468,26,5,1.0,1.0,c950,7uad,27.631578947368425,61.56914415689032,81.0,2017-04-12,,96.99499951876126,85.16999816894531
8cvc__1__1.A__1.C_1.J_1.O_1.P,1.J,af3,1.000552017295442,0.97,1,0.432874470949173,0.963567852973938,1.0,0.723404255319149,1,0.8202724358974359,1,2023-11-22,3,305.162708216,22,4,1.0,0.9411764705882353,c76,8cvc,,,,,,95.48318169333719,89.98999786376953
7mwu__1__1.A__1.B_1.C,1.B,af3,1.000473978483641,0.99,1,0.1108442693948745,0.9995148777961732,1.0,1.0,0,0.9290085791459108,0,2022-01-19,0,785.1571346159997,53,13,1.0,1.0,c56,7mwu,100.0,92.90085791459109,81.0,2021-09-29,,97.39207559261682,89.7699966430664
7mwu__1__1.A__1.B_1.C,1.C,af3,1.000473978483641,0.96,1,0.3479297757148742,0.9874476790428162,1.0,0.3181818181818182,2,0.8937870021385648,0,2022-01-19,0,100.052429496,7,1,1.0,1.0,c56,7mwu,100.0,92.90085791459109,81.0,2021-09-29,,97.39207559261682,89.7699966430664
5scn__1__1.A__1.B_1.C,1.B,af3,1.0003483898272896,0.96,1,0.4815565943717956,0.965078353881836,1.0,0.3670886075949367,2,0.7780967087952942,1,2022-02-09,0,437.17328996399993,30,11,0.9473684210526315,0.8571428571428571,c31,5scn,36.708860759493675,77.80967087952942,80.0,2021-03-17,,97.44729200998943,91.01000213623047
5scn__1__1.A__1.B_1.C,1.C,af3,1.0003483898272896,0.97,1,0.1678822785615921,0.983065664768219,1.0,1.0,0,0.9178843203815183,0,2022-02-09,0,743.0754523260002,48,13,0.9473684210526315,0.8571428571428571,c31,5scn,36.708860759493675,77.80967087952942,80.0,2021-03-17,,97.44729200998943,91.01000213623047
7t33__1__1.A_1.B__1.E_1.H,1.H,af3,0.999637541025071,0.965,1,0.198740467429161,0.9626288414001464,1.0,1.0,0,0.8878780561650985,0,2022-02-23,0,456.1046148819999,31,7,1.0,0.9565217391304348,c190,7t33,100.0,86.98794824168486,43.0,2001-04-18,,84.98222266303168,82.26000213623047
7t33__1__1.A_1.B__1.E_1.H,1.E,af3,0.999637541025071,0.885,1,1.601786732673645,0.7172130942344666,0.0,1.0,0,0.8698794824168486,0,2022-02-23,0,123.0320284,9,1,1.0,0.9565217391304348,c190,7t33,100.0,86.98794824168486,43.0,2001-04-18,,84.98222266303168,82.26000213623047
8cvg__1__1.A__1.B_1.F_1.J,1.J,af3,0.9995516264951548,0.97,0,2.3888955116271973,0.6336930394172668,1.0,0.723404255319149,1,0.632686230248307,2,2023-11-22,3,305.162708216,22,4,0.8823529411764706,0.75,c76,8cvg,,,,,,93.92454459450461,88.61000061035156
8cvg__1__1.A__1.B_1.F_1.J,1.F,af3,0.9995516264951548,0.98,1,0.6550519466400146,0.9607692360877992,1.0,1.0,0,0.6104846337981584,2,2023-11-22,3,146.021523292,10,4,0.8823529411764706,0.75,c76,8cvg,,,,,,93.92454459450461,88.61000061035156
8u2r__1__1.A__1.C,1.C,af3,0.999550308431526,0.99,1,0.1417897641658783,0.9847238659858704,1.0,0.8596491228070176,0,0.9733951647896504,0,2023-09-13,2,375.094384546,25,6,1.0,0.95,c19,8u2r,85.96491228070175,97.33951647896504,64.0,2007-05-29,,95.28000061035156,87.2699966430664
8aue__1__1.A__1.C_1.D,1.D,af3,0.9994560984036248,0.95,0,3.4233157634735107,0.6054778695106506,1.0,0.08333333333333331,3,0.5680971850024688,2,2023-03-01,1,189.063722452,13,5,0.6923076923076923,0.6428571428571429,c33,8aue,100.0,80.64080759319742,56.0,2006-07-25,,86.66769115741437,71.73999786376953
8aue__1__1.A__1.C_1.D,1.C,af3,0.9994560984036248,0.99,1,0.518259584903717,0.8378118872642517,0.0,1.0,0,0.8064080759319743,1,2023-03-01,1,456.1046148819999,31,7,0.6923076923076923,0.6428571428571429,c33,8aue,100.0,80.64080759319742,56.0,2006-07-25,,86.66769115741437,71.73999786376953
7voc__1__1.A__1.B_1.D_1.E,1.D,af3,0.9991644024696476,0.98,1,0.2999373376369476,0.9582676887512208,1.0,0.5942028985507246,1,0.6034395011897772,2,2022-05-04,0,398.137238804,27,7,1.0,1.0,c277,7voc,,,,,,95.42592592592592,93.41999816894531
7voc__1__1.A__1.B_1.D_1.E,1.E,af3,0.9991644024696476,0.97,1,0.6188921332359314,0.872559666633606,0.0,0.2638888888888889,2,0.3245444818174404,3,2022-05-04,0,287.07534975600004,20,2,1.0,1.0,c277,7voc,,,,,,95.42592592592592,93.41999816894531
7eqk__1__1.B__1.F_1.G,1.G,af3,0.9990932198364546,0.945,1,0.2773086428642273,0.9532085657119752,1.0,0.4090909090909091,1,0.6266237991495821,2,2022-03-16,0,217.073893212,16,2,1.0,1.0,c126,7eqk,,,,,,97.56125068664551,96.4000015258789
7wcv__1__1.A__1.B_1.C_1.D,1.D,af3,0.9986002759072572,0.97,1,0.3353420495986938,0.9607623219490052,0.0,0.5882352941176471,1,0.8602057090379127,0,2022-07-06,0,358.027582984,24,4,0.9444444444444444,0.8095238095238095,c827,7wcv,100.0,66.4630961041512,100.0,2019-05-29,,96.69700088500977,93.9000015258789
7wcv__1__1.A__1.B_1.C_1.D,1.B,af3,0.9986002759072572,0.98,1,1.190280795097351,0.816220223903656,0.0,1.0,0,0.6646309610415121,2,2022-07-06,0,146.021523292,10,4,0.9444444444444444,0.8095238095238095,c827,7wcv,100.0,66.4630961041512,100.0,2019-05-29,,96.69700088500977,93.9000015258789
8uak__1__1.A__1.B,1.B,af3,0.9984400756204806,0.97,1,1.2659512758255005,0.8728553652763367,1.0,0.24731182795698925,2,0.5196926717326954,2,2024-01-24,3,472.1946920160001,34,4,0.8888888888888888,0.8888888888888888,c210,8uak,24.731182795698924,51.969267173269536,43.0,2016-04-06,,91.1770596223719,80.2300033569336
7zik__1__1.A__1.D,1.D,af3,0.9981979945546656,0.97,1,0.5818249583244324,0.9010566473007202,1.0,0.5487804878048781,1,0.660041211018153,2,2022-09-07,1,546.1394009040001,38,8,0.8461538461538461,0.7857142857142857,c886,7zik,54.87804878048781,66.0041211018153,100.0,2010-04-21,,95.23842058683697,85.87999725341797
5shg__1__1.A__1.G,1.G,af3,0.9981303949614436,0.98,1,0.3141838908195495,0.974324345588684,1.0,0.22388059701492538,2,0.5584108176040256,2,2022-10-12,1,339.08868774800004,24,2,1.0,1.0,c2,5shg,22.388059701492537,55.84108176040255,40.0,2005-03-01,,98.65625031789143,97.86000061035156
8cvd__1__1.A__1.B_1.K_1.L,1.K,af3,0.9980648265246164,0.97,1,0.4659875631332397,0.9675324559211732,1.0,0.6808510638297872,1,0.8473149216187003,0,2023-11-22,3,303.147058152,22,4,1.0,0.8888888888888888,c76,8cvd,,,,,,94.8354544206099,90.02999877929688
8ol4__1__1.B_1.C__1.P,1.P,af3,0.9980326943768296,0.7133333333333333,0,4.856432914733887,0.4993455410003662,0.0,,4,,4,2023-10-25,2,221.0899372,15,2,1.0,0.75,c870,8ol4,,,,,,65.83199996948242,55.40999984741211
5sf7__1__1.A__1.G,1.G,af3,0.9980278651390084,0.98,1,0.5905574560165405,0.959706962108612,1.0,0.25,2,0.5692458487866424,2,2022-10-12,1,353.093104432,25,2,1.0,1.0,c2,5sf7,25.0,56.92458487866424,40.0,2005-03-01,,98.66039947509766,96.9000015258789
